time,spi_weighted_maize,spi_weighted_wheat,spi_weighted_sorghum
2023-09-01,0.5730124293596041,0.04300196294086145,1.1551039855016731
2023-10-01,0.28977470885856865,-0.20787324631698564,0.5733329645755004
2023-11-01,1.2383571369689108,0.7129558691415643,1.615816370833943
2023-12-01,0.85289457465355,0.4931526869630291,1.1156985529514614
2024-01-01,1.2903921271879475,1.3709889749620012,1.3171736932318083
2024-02-01,1.5569820768747757,1.653352493482029,1.5018275252090763
2024-03-01,1.299349294461022,1.202459803541377,1.3734251863935232
2024-04-01,1.6581350014712655,1.6174443102373017,1.757827000626393
2024-05-01,1.4173662487085543,1.7005298285003263,1.4525987555265278
2024-06-01,1.418696195350422,1.7639610764031222,1.6672380910253568
2024-07-01,1.235080674036913,1.6734488091369524,1.5329075777498735
2024-08-01,0.9748390336001577,1.439128540944111,1.2440359719872611
2024-09-01,1.0668384149821155,1.5845558988849762,1.3661458870664147
2024-10-01,0.24223486886556533,0.8940857527484541,0.12742658499268975
2024-11-01,0.42943659973032766,0.580928290609175,0.49242094680558707
2024-12-01,0.47707546655020544,0.700829565136016,0.3095599610945618
